importance,word,word_counts
1.8164239334462196,sentiment,-1656.6780999999999
-1.11436954196506,char_count,0.0
-1.184595314422253,word_count,3.183231456205249e-12
-0.6872811506028779,able,200.0
-0.36524436537430577,abroad,100.0
-0.006488433719054618,absolved,100.0
0.8097065882747921,abuse,200.0
-0.01627287183799565,accept,200.0
-0.24238705705012706,account,300.0
-0.001637826727548027,accountability,100.0
-0.001637826727548027,accountable,100.0
-0.24606450346647613,achieve,200.0
-0.005248126013508321,acid,100.0
-0.5721848554284926,acknowledge,100.0
-0.28853094464231954,acquired,100.0
-0.596546248529661,actually,500.0
-0.495962162190462,adapted,200.0
-0.005248126013508321,add,100.0
-0.005248126013508321,additive,100.0
6.570564255944156e-05,address,100.0
1.1137436660437856,administration,200.0
1.9895697063849607,adult,300.0
-2.7743683897084406,advice,230.0
-0.6872317335234955,affect,100.0
-1.3139175331227289,age,155.0
-0.00011399195203161503,ago,200.0
-0.2286139568511368,agree,100.0
0.9386392329550516,ahole,400.0
0.2052367285748806,aitaf,200.0
0.10814765000405104,aitbh,200.0
-4.6789881397138836e-05,al,100.0
-0.006488433719054618,amendment,100.0
-1.4233936775694906,america,359.0
-0.001134224752438548,american,100.0
-0.059311390166816955,ancient,100.0
-0.0002582538565612952,andor,198.0
-0.1019776488628919,angle,100.0
-0.21762924271395354,animal,100.0
-0.059311390166816955,animatronic,100.0
-0.22579673588362079,ankle,100.0
1.5217049937658045,announcing,200.0
-0.001588305511027238,anorexia,100.0
-1.761758107238228,antivaxxers,100.0
0.9600790734971807,apartment,200.0
-0.00558952118469358,archive,100.0
6.570564255944156e-05,area,100.0
1.5173071113144287,areiving,200.0
-0.001588305511027238,arent,100.0
0.9458887848361764,argument,200.0
-0.24625221410656933,arizona,100.0
-0.82181618994231,aroused,100.0
-0.7759717217679845,arrange,100.0
3.0773275548602177,arsehole,200.0
-0.059311390166816955,artifact,100.0
-1.9913840127023112,ashli,200.0
0.018051249108423692,asking,241.0
-4.9417079382393465e-05,aspect,100.0
1.7823123435520032,asshole,416.0
-0.5274375092538408,associate,100.0
-0.10947905514903374,assuming,100.0
-0.43025376113477515,ate,100.0
0.7285459343000152,attack,200.0
-0.03202665788393466,automated,100.0
-0.00033009551838074374,available,100.0
-0.12647936366982793,average,100.0
-0.21762924271395354,avoid,100.0
-0.567226349635654,aware,100.0
-1.9111116510790847,awhile,100.0
-1.9913840127023112,babbitt,200.0
2.4101669981899705,baby,400.0
-1.8662332221854534,bad,306.0
-0.7412136684250925,baking,100.0
-0.24238705705012706,bank,300.0
-1.6155690791315127,barbecue,100.0
-0.22952289032280784,based,200.0
-0.21762924271395354,bat,100.0
-0.07486929293294003,battery,300.0
1.136478693520077,bday,400.0
-1.1760947794574423,beating,100.0
-1.0874115124676746,bed,400.0
1.3880194437743651,bedroom,200.0
1.1888690424662295e-05,beginning,100.0
-0.060375577765743135,believe,200.0
0.1846592410349601,benefit,200.0
0.8562372710434113,benefitting,200.0
0.04867327927340538,best,772.0
2.219773775683927,bf,400.0
1.3198153919562212,bff,329.0
0.8097406738326348,bffs,200.0
1.3880194437743651,bfs,200.0
-0.6757631545617829,bigger,100.0
-0.23935723458063388,billion,200.0
0.2052367285748806,birth,200.0
1.732438863436893,birthday,700.0
1.9481307566414254,biscuit,200.0
-0.06776336645746628,blm,200.0
-1.9442287626363386,blotch,100.0
0.1846592410349601,blow,200.0
-0.00011399195203161503,blue,200.0
-2.240542211181977,body,335.0
-1.430035629472716,book,100.0
0.14859203499812085,bos,200.0
-0.01627287183799565,bosnia,200.0
0.9726091339840539,bot,200.0
-0.011893647608854155,bother,100.0
3.0656274373041974,boyfriend,1200.0
-0.00033009551838074374,branch,100.0
-1.567736103561949,break,400.0
-0.82181618994231,breast,100.0
-1.4779056136416892e-05,breathe,100.0
2.871787696620458,broke,1100.0
1.8886892862231528,brother,800.0
-1.4758297362724986,bucket,100.0
-1.1546178061754573,building,100.0
-2.3918172148655805,burn,100.0
-0.5190447523267553,business,100.0
0.9780050904017177,buy,200.0
1.7704549358286616,buying,800.0
-0.00011399195203161503,called,200.0
1.9234502543185774,calling,400.0
-0.2286139568511368,callingtexting,100.0
1.0216688134675638,calm,200.0
-0.3431688792055049,calming,100.0
-0.019186442415621778,camera,100.0
-0.2361578529967088,cancer,100.0
-0.612215121525193,capitol,400.0
-0.011487526450671595,capsule,100.0
2.239160360002198,car,1000.0
-0.060230137975450945,card,200.0
-0.7787900792657871,cardio,100.0
-1.4742613750751263,care,441.0
-0.26730390362452877,carrying,100.0
-1.6799061279434897,cartoonanime,100.0
-0.8323954308011549,case,200.0
-0.0410436955598292,cashback,100.0
-0.22579673588362079,cast,100.0
-0.15196150898172422,castle,100.0
2.783303912850419,catfishing,200.0
-1.0448329610593012,celebrate,300.0
0.6176411076147021,cell,200.0
-0.40772469931914923,centre,100.0
-0.629640285680306,cereal,100.0
-0.04407351802932215,certain,200.0
0.4614317191402567,changing,200.0
-0.13234315132787094,character,200.0
-0.0012998401090440067,charging,100.0
-0.27879113445947373,chat,100.0
-0.2837048570778321,chess,200.0
-3.2675936321412533,chest,100.0
0.809772293917351,child,300.0
-0.001637826727548027,china,100.0
0.3800159478484521,choice,200.0
-1.4001056668544096,choked,100.0
-0.45538532181758695,choose,400.0
1.8925722803143112,christmas,600.0
-0.01627287183799565,civilian,200.0
-4.6789881397138836e-05,claiming,100.0
-0.04970538945115169,classified,200.0
1.1888690424662295e-05,close,100.0
0.8097065882747921,club,200.0
-0.5429653645368416,code,200.0
-0.36713265374382614,cold,200.0
-0.016532831263918902,colleague,100.0
1.54606386945517,college,600.0
-0.8007939435459239,come,700.0
-0.27013763180678235,comfort,100.0
1.196651848533411,coming,600.0
-0.01627287183799565,committed,200.0
-0.05669226276153329,committing,100.0
1.1888690424662295e-05,communication,100.0
-0.9729978889839043,communitiesfacilities,100.0
-0.2749057784244742,company,300.0
-4.6789881397138836e-05,compare,100.0
-0.08206846268099666,completely,200.0
0.8097406738326348,compromise,200.0
-0.6087416860938182,concrete,100.0
0.23007129088181932,condom,200.0
-0.006488433719054618,conducted,100.0
-0.415174976143187,confederate,200.0
-0.001588305511027238,considered,100.0
0.8562372710434113,contact,200.0
-0.001134224752438548,continent,100.0
0.8562372710434113,continue,200.0
2.617927498602538,contract,483.0
1.9911580118959886,control,200.0
-0.7986654190620168,conversation,400.0
-0.5721848554284926,cookie,100.0
-0.03705389506480805,cosmetic,200.0
-0.00033009551838074374,cosmic,100.0
-4.6789881397138836e-05,count,100.0
0.6011751111361354,country,916.0
-0.12960064652428574,coup,100.0
0.4614317191402567,couple,200.0
1.0514435928300054,cousin,200.0
-1.430035629472716,cover,100.0
0.2424802386391379,covered,300.0
