importance,word,word_counts
0.7008905009737217,sentiment,-862.6350000000001
-0.5381996588049217,char_count,15.755456839996718
-1.3439418540007364,word_count,17.663535758722958
-0.6370676586483702,able,105.0
-0.4287428083982244,abroad,54.0
-0.01343401655567904,absolved,43.0
0.6596458336556548,abuse,93.0
-0.04214754218212738,accept,91.0
-0.2255157630242281,account,156.0
-0.0027866143468166546,accountability,49.0
-0.0027866143468166546,accountable,49.0
-0.30136230123701424,achieve,116.0
-0.017859646031262905,acid,48.0
-0.5329920514417712,acknowledge,56.0
-0.3058903723513989,acquired,48.0
-0.6074896991075944,actually,243.0
-0.45548881764618065,adapted,105.0
-0.017859646031262905,add,48.0
-0.017859646031262905,additive,48.0
7.929401270925793e-05,address,49.0
0.8790031639545101,administration,116.0
1.7147216458596568,adult,146.0
-2.2486736262565263,advice,109.0
-0.6369182422255583,affect,57.0
-1.0599400244961186,age,80.0
-0.0001323869041480974,ago,94.0
-0.26130014950550495,agree,56.0
0.881949094332387,ahole,206.0
0.2004604101658087,aitaf,97.0
0.1534282615415582,aitbh,104.0
-8.825528155540796e-05,al,51.0
-0.01343401655567904,amendment,43.0
-1.227572286182198,america,171.0
-0.001887420955950491,american,52.0
-0.08201625386667784,ancient,54.0
-0.000916753731553694,andor,112.0
-0.09398999469883423,angle,45.0
-0.24840878680369355,animal,51.0
-0.08201625386667784,animatronic,54.0
-0.23503652596499405,ankle,48.0
1.3208426035135246,announcing,91.0
-0.005306878490965686,anorexia,54.0
-1.5369011966417123,antivaxxers,50.0
0.8270187643261789,apartment,103.0
-0.010507472406317366,archive,43.0
7.929401270925793e-05,area,49.0
1.3366098606719719,areiving,103.0
-0.005306878490965686,arent,54.0
0.7955723909889348,argument,93.0
-0.2408359518454316,arizona,53.0
-0.7319949936315177,aroused,54.0
-0.6391496931223947,arrange,53.0
2.671698192603746,arsehole,93.0
-0.08201625386667784,artifact,54.0
-1.7133232560950742,ashli,97.0
0.08108661598476463,asking,128.0
-0.00014941642281268879,aspect,48.0
1.4385929329714398,asshole,192.0
-0.5251717370045605,associate,48.0
-0.11518374705302205,assuming,52.0
-0.3718922465075914,ate,45.0
0.5748045509978155,attack,92.0
-0.036874844219282936,automated,33.0
-0.001067178693710947,available,58.0
-0.1320741553409247,average,53.0
-0.24840878680369355,avoid,51.0
-0.5020986087193484,aware,48.0
-1.6437480610744701,awhile,56.0
-1.7133232560950742,babbitt,97.0
2.0577153116392397,baby,197.0
-1.8036083263262674,bad,153.0
-0.638143978098281,baking,45.0
-0.2255157630242281,bank,156.0
-1.2522004897945203,barbecue,44.0
-0.2654618403278742,based,90.0
-0.24840878680369355,bat,51.0
-0.12901377615207532,battery,154.0
0.914414483167446,bday,197.0
-1.1477313660147204,beating,54.0
-0.921333805951584,bed,194.0
1.2313286358896094,bedroom,92.0
-9.836526109866463e-05,beginning,48.0
-0.06751908419273393,believe,101.0
